timestamp,PV_obs,PVOUT,GHI,GTI,TEMP,SA,SE,DNI,DIF
2015-01-01 00:00:00,0,0,0,0,-8.6,-157.59,-63.65,0,0
2015-01-01 01:00:00,0,0,0,0,-8.2,-132.01,-57.83,0,0
2015-01-01 02:00:00,0,0,0,0,-7.3,-113.38,-49.39,0,0
2015-01-01 03:00:00,0,0,0,0,-7,-99.36,-39.76,0,0
2015-01-01 04:00:00,0,0,0,0,-6.8,-87.74,-29.75,0,0
2015-01-01 05:00:00,0,0,0,0,-6.6,-77.17,-19.81,0,0
2015-01-01 06:00:00,0,0,0,0,-6.4,-66.84,-10.23,0,0
2015-01-01 07:00:00,0,0.1,2,2,-6.2,-56.16,-0.67,0,2
2015-01-01 08:00:00,0.115,15.705,28,29,-5.6,-44.72,6.49,7,27
2015-01-01 09:00:00,0.299,144.149,114,166,-5.2,-32.24,12.67,115,89
2015-01-01 10:00:00,0.598,95.406,85,113,-4.6,-18.69,16.97,61,69
2015-01-01 11:00:00,0.598,56.709,77,75,-3.8,-4.36,18.97,1,77
2015-01-01 12:00:00,0.575,59.302,79,78,-3.1,10.19,18.46,4,78
2015-01-01 13:00:00,0.437,31.094,51,47,-2.6,24.26,15.5,0,51
2015-01-01 14:00:00,0.253,10.692,24,22,-2.3,37.39,10.38,0,24
2015-01-01 15:00:00,0.046,2.105,7,7,-2.4,49.43,3.65,0,7
2015-01-01 16:00:00,0,0,0,0,-2.6,60.52,-4.27,0,0
2015-01-01 17:00:00,0,0,0,0,-2.1,71.01,-14.04,0,0
2015-01-01 18:00:00,0,0,0,0,-2,81.36,-23.78,0,0
2015-01-01 19:00:00,0,0,0,0,-2.1,92.23,-33.79,0,0
2015-01-01 20:00:00,0,0,0,0,-2.1,104.61,-43.71,0,0
2015-01-01 21:00:00,0,0,0,0,-2,120.16,-52.99,0,0
2015-01-01 22:00:00,0,0,0,0,-2.1,141.46,-60.59,0,0
2015-01-01 23:00:00,0,0,0,0,-2.1,170.37,-64.71,0,0
2015-01-02 00:00:00,0,0,0,0,-2.2,-157.92,-63.61,0,0
2015-01-02 01:00:00,0,0,0,0,-2.2,-132.25,-57.82,0,0
2015-01-02 02:00:00,0,0,0,0,-2.2,-113.58,-49.39,0,0
2015-01-02 03:00:00,0,0,0,0,-2.3,-99.54,-39.78,0,0
2015-01-02 04:00:00,0,0,0,0,-2.2,-87.89,-29.77,0,0
2015-01-02 05:00:00,0,0,0,0,-2.1,-77.31,-19.82,0,0
2015-01-02 06:00:00,0,0,0,0,-2.2,-66.97,-10.24,0,0
2015-01-02 07:00:00,0,0.222,3,3,-2.3,-56.29,-0.66,0,3
2015-01-02 08:00:00,0.322,66.61,54,86,-2.2,-44.85,6.51,83,43
2015-01-02 09:00:00,0.644,100.693,96,123,-1.8,-32.37,12.7,52,85
2015-01-02 10:00:00,0.966,124.739,127,148,-1.1,-18.82,17.03,35,116
2015-01-02 11:00:00,1.771,394.667,260,436,-0.1,-4.47,19.05,386,133
2015-01-02 12:00:00,3.013,464.549,284,512,0.8,10.09,18.56,521,118
2015-01-02 13:00:00,3.197,308.61,194,343,1.3,24.19,15.61,353,98
2015-01-02 14:00:00,1.127,221.567,131,253,1.3,37.34,10.5,317,69
2015-01-02 15:00:00,0.138,10.328,19,20,0.1,49.39,3.76,6,18
2015-01-02 16:00:00,0,0,0,0,-0.2,60.5,-4.12,0,0
2015-01-02 17:00:00,0,0,0,0,0.8,70.99,-13.9,0,0
2015-01-02 18:00:00,0,0,0,0,1.3,81.35,-23.65,0,0
2015-01-02 19:00:00,0,0,0,0,1.7,92.22,-33.66,0,0
2015-01-02 20:00:00,0,0,0,0,2.6,104.6,-43.58,0,0
2015-01-02 21:00:00,0,0,0,0,3.3,120.11,-52.86,0,0
2015-01-02 22:00:00,0,0,0,0,3.5,141.35,-60.47,0,0
2015-01-02 23:00:00,0,0,0,0,3,170.16,-64.61,0,0
2015-01-03 00:00:00,0,0,0,0,2.5,-158.19,-63.56,0,0
2015-01-03 01:00:00,0,0,0,0,2.1,-132.51,-57.79,0,0
2015-01-03 02:00:00,0,0,0,0,1.8,-113.79,-49.39,0,0
2015-01-03 03:00:00,0,0,0,0,1.4,-99.72,-39.79,0,0
2015-01-03 04:00:00,0,0,0,0,1.1,-88.05,-29.78,0,0
2015-01-03 05:00:00,0,0,0,0,0.9,-77.46,-19.83,0,0
2015-01-03 06:00:00,0,0,0,0,0.8,-67.11,-10.24,0,0
2015-01-03 07:00:00,0,0.787,5,4,1.2,-56.43,-0.65,0,5
2015-01-03 08:00:00,0.414,153.539,79,186,2,-44.98,6.53,311,41
2015-01-03 09:00:00,2.415,377.81,199,424,2.6,-32.5,12.75,598,64
2015-01-03 10:00:00,4.6,526.835,292,590,3.4,-18.94,17.09,745,73
2015-01-03 11:00:00,4.646,573.614,329,646,4,-4.58,19.14,763,79
2015-01-03 12:00:00,3.703,425.081,260,475,4.2,10,18.67,495,101
2015-01-03 13:00:00,1.679,217.161,162,249,4.3,24.11,15.73,192,110
2015-01-03 14:00:00,0.598,70.022,70,90,4.2,37.29,10.62,44,61
2015-01-03 15:00:00,0.092,53.567,37,72,3,49.36,3.89,97,27
2015-01-03 16:00:00,0,0,0,0,2.2,60.48,-3.97,0,0
2015-01-03 17:00:00,0,0,0,0,2.2,70.98,-13.77,0,0
2015-01-03 18:00:00,0,0,0,0,2.2,81.34,-23.51,0,0
2015-01-03 19:00:00,0,0,0,0,2,92.22,-33.52,0,0
2015-01-03 20:00:00,0,0,0,0,1.6,104.58,-43.44,0,0
2015-01-03 21:00:00,0,0,0,0,1.4,120.08,-52.72,0,0
2015-01-03 22:00:00,0,0,0,0,1.3,141.25,-60.34,0,0
2015-01-03 23:00:00,0,0,0,0,1.2,169.95,-64.51,0,0
2015-01-04 00:00:00,0,0,0,0,1,-158.46,-63.5,0,0
2015-01-04 01:00:00,0,0,0,0,1,-132.77,-57.76,0,0
2015-01-04 02:00:00,0,0,0,0,1.2,-114.01,-49.38,0,0
2015-01-04 03:00:00,0,0,0,0,1.3,-99.9,-39.79,0,0
2015-01-04 04:00:00,0,0,0,0,1.3,-88.22,-29.78,0,0
2015-01-04 05:00:00,0,0,0,0,1.2,-77.61,-19.83,0,0
2015-01-04 06:00:00,0,0,0,0,1.3,-67.26,-10.23,0,0
2015-01-04 07:00:00,0,1.014,5,5,1.6,-56.57,-0.63,0,5
2015-01-04 08:00:00,0.506,153.921,80,186,1.9,-45.12,6.57,303,45
2015-01-04 09:00:00,1.932,286.449,178,324,2.3,-32.64,12.8,364,94
2015-01-04 10:00:00,2.53,258.307,189,293,2.7,-19.07,17.17,229,123
2015-01-04 11:00:00,3.174,502.694,311,561,2.9,-4.69,19.23,589,116
2015-01-04 12:00:00,5.336,536.826,312,600,3,9.9,18.78,691,89
2015-01-04 13:00:00,2.047,300.206,194,336,3.1,24.04,15.85,338,102
2015-01-04 14:00:00,0.759,143.214,93,172,3.1,37.24,10.76,216,59
2015-01-04 15:00:00,0.184,63.519,37,82,2.5,49.33,4.02,137,22
2015-01-04 16:00:00,0,0,0,0,1.7,60.46,-3.82,0,0
2015-01-04 17:00:00,0,0,0,0,1.4,70.98,-13.62,0,0
2015-01-04 18:00:00,0,0,0,0,1.4,81.34,-23.37,0,0
2015-01-04 19:00:00,0,0,0,0,1.5,92.22,-33.38,0,0
2015-01-04 20:00:00,0,0,0,0,1.5,104.58,-43.3,0,0
2015-01-04 21:00:00,0,0,0,0,1.1,120.05,-52.58,0,0
2015-01-04 22:00:00,0,0,0,0,0.8,141.16,-60.21,0,0
2015-01-04 23:00:00,0,0,0,0,0.2,169.75,-64.4,0,0
2015-01-05 00:00:00,0,0,0,0,-0.3,-158.74,-63.43,0,0
2015-01-05 01:00:00,0,0,0,0,-0.4,-133.03,-57.72,0,0
2015-01-05 02:00:00,0,0,0,0,-0.4,-114.24,-49.37,0,0
2015-01-05 03:00:00,0,0,0,0,-0.7,-100.09,-39.78,0,0
2015-01-05 04:00:00,0,0,0,0,-0.8,-88.38,-29.78,0,0
2015-01-05 05:00:00,0,0,0,0,-0.9,-77.77,-19.83,0,0
2015-01-05 06:00:00,0,0,0,0,-1,-67.4,-10.22,0,0
2015-01-05 07:00:00,0.023,1.791,6,6,-1,-56.71,-0.61,0,6
2015-01-05 08:00:00,1.058,223.772,94,262,-0.4,-45.26,6.61,521,31
2015-01-05 09:00:00,1.288,271.013,158,305,0.8,-32.78,12.86,387,75
2015-01-05 10:00:00,0.46,71.597,89,93,1.9,-19.2,17.25,13,85
2015-01-05 11:00:00,0.23,101.087,107,124,2.2,-4.81,19.33,38,95
2015-01-05 12:00:00,0.115,100.702,111,124,2.3,9.81,18.9,29,102
2015-01-05 13:00:00,0.368,55.717,76,76,2.2,23.98,15.98,0,76
2015-01-05 14:00:00,0.207,46.134,63,66,1.9,37.2,10.89,8,61
2015-01-05 15:00:00,0.092,29.337,29,44,1.9,49.31,4.16,46,24
2015-01-05 16:00:00,0,0,0,0,1.8,60.45,-3.66,0,0
2015-01-05 17:00:00,0,0,0,0,1.7,70.98,-13.48,0,0
2015-01-05 18:00:00,0,0,0,0,1.7,81.35,-23.22,0,0
2015-01-05 19:00:00,0,0,0,0,1.6,92.23,-33.23,0,0
2015-01-05 20:00:00,0,0,0,0,1.1,104.59,-43.16,0,0
2015-01-05 21:00:00,0,0,0,0,0.7,120.03,-52.44,0,0
2015-01-05 22:00:00,0,0,0,0,0.5,141.08,-60.07,0,0
2015-01-05 23:00:00,0,0,0,0,0.4,169.55,-64.28,0,0
2015-01-06 00:00:00,0,0,0,0,0.2,-159.01,-63.35,0,0
2015-01-06 01:00:00,0,0,0,0,-0.2,-133.3,-57.68,0,0
2015-01-06 02:00:00,0,0,0,0,-0.9,-114.47,-49.35,0,0
2015-01-06 03:00:00,0,0,0,0,-1.4,-100.29,-39.77,0,0
2015-01-06 04:00:00,0,0,0,0,-1.8,-88.56,-29.77,0,0
2015-01-06 05:00:00,0,0,0,0,-2,-77.93,-19.81,0,0
2015-01-06 06:00:00,0,0,0,0,-2.3,-67.56,-10.2,0,0
2015-01-06 07:00:00,0.023,1.995,6,6,-2.3,-56.86,-0.58,0,6
2015-01-06 08:00:00,1.104,230.636,96,268,-1.8,-45.41,6.65,539,30
2015-01-06 09:00:00,3.243,435.685,215,480,-1.3,-32.91,12.93,736,50
2015-01-06 10:00:00,5.083,564.493,305,622,-0.6,-19.33,17.34,814,62
2015-01-06 11:00:00,6.003,619.924,347,686,-0.2,-4.92,19.44,843,66
2015-01-06 12:00:00,5.865,605.029,335,669,0,9.73,19.02,837,62
2015-01-06 13:00:00,4.761,522.668,276,577,0.3,23.92,16.12,795,55
2015-01-06 14:00:00,2.783,371.727,177,415,0.3,37.16,11.04,691,43
2015-01-06 15:00:00,0.736,132.901,54,162,-1.1,49.29,4.3,351,20
2015-01-06 16:00:00,0,0,0,0,-2.7,60.45,-3.49,0,0
2015-01-06 17:00:00,0,0,0,0,-3.6,70.99,-13.33,0,0
2015-01-06 18:00:00,0,0,0,0,-4.2,81.37,-23.07,0,0
2015-01-06 19:00:00,0,0,0,0,-4.5,92.25,-33.08,0,0
2015-01-06 20:00:00,0,0,0,0,-4.6,104.6,-43.01,0,0
2015-01-06 21:00:00,0,0,0,0,-5,120.03,-52.28,0,0
2015-01-06 22:00:00,0,0,0,0,-5.1,141.01,-59.92,0,0
2015-01-06 23:00:00,0,0,0,0,-4.8,169.37,-64.15,0,0
2015-01-07 00:00:00,0,0,0,0,-4.5,-159.29,-63.26,0,0
2015-01-07 01:00:00,0,0,0,0,-3.7,-133.58,-57.62,0,0
2015-01-07 02:00:00,0,0,0,0,-2.8,-114.7,-49.32,0,0
2015-01-07 03:00:00,0,0,0,0,-3,-100.49,-39.76,0,0
2015-01-07 04:00:00,0,0,0,0,-3.1,-88.74,-29.76,0,0
2015-01-07 05:00:00,0,0,0,0,-3.2,-78.09,-19.8,0,0
2015-01-07 06:00:00,0,0,0,0,-3.2,-67.71,-10.17,0,0
2015-01-07 07:00:00,0,0.11,2,2,-3.6,-57.01,-0.54,0,2
2015-01-07 08:00:00,0.092,25.016,39,40,-3.9,-45.56,6.71,2,39
2015-01-07 09:00:00,0.552,126.353,111,148,-3.4,-33.06,13,76,92
2015-01-07 10:00:00,1.61,96.264,106,117,-2.9,-19.46,17.43,24,99
2015-01-07 11:00:00,1.633,364.604,245,397,-2.4,-5.03,19.56,330,134
2015-01-07 12:00:00,1.955,192.581,170,218,-2,9.64,19.15,82,142
2015-01-07 13:00:00,0.598,117.692,118,140,-2,23.86,16.27,40,107
2015-01-07 14:00:00,0.414,56.365,61,73,-2.3,37.12,11.19,23,56
2015-01-07 15:00:00,0.069,7.374,18,17,-2.7,49.27,4.45,0,18
2015-01-07 16:00:00,0,0,0,0,-3,60.45,-3.33,0,0
2015-01-07 17:00:00,0,0,0,0,-3,71,-13.17,0,0
2015-01-07 18:00:00,0,0,0,0,-2.9,81.39,-22.92,0,0
2015-01-07 19:00:00,0,0,0,0,-2.9,92.28,-32.93,0,0
2015-01-07 20:00:00,0,0,0,0,-3,104.63,-42.85,0,0
2015-01-07 21:00:00,0,0,0,0,-2.9,120.03,-52.13,0,0
2015-01-07 22:00:00,0,0,0,0,-2.9,140.95,-59.77,0,0
2015-01-07 23:00:00,0,0,0,0,-2.8,169.19,-64.02,0,0
2015-01-08 00:00:00,0,0,0,0,-2.8,-159.56,-63.17,0,0
2015-01-08 01:00:00,0,0,0,0,-3.1,-133.86,-57.56,0,0
2015-01-08 02:00:00,0,0,0,0,-3.6,-114.94,-49.28,0,0
2015-01-08 03:00:00,0,0,0,0,-3.5,-100.7,-39.73,0,0
2015-01-08 04:00:00,0,0,0,0,-3.4,-88.92,-29.74,0,0
2015-01-08 05:00:00,0,0,0,0,-3.3,-78.26,-19.77,0,0
2015-01-08 06:00:00,0,0,0,0,-3.3,-67.87,-10.14,0,0
2015-01-08 07:00:00,0,0,0,0,-3.5,-57.17,-0.5,0,0
2015-01-08 08:00:00,0.161,3.877,12,11,-3.7,-45.7,6.77,0,12
2015-01-08 09:00:00,0.161,113.093,100,135,-3.4,-33.2,13.08,81,83
2015-01-08 10:00:00,0.368,135.248,125,157,-3,-19.59,17.53,71,104
2015-01-08 11:00:00,0.391,27.617,47,43,-2.7,-5.14,19.68,0,47
2015-01-08 12:00:00,0.299,35.207,55,52,-2.5,9.56,19.29,0,55
2015-01-08 13:00:00,0.184,29.599,49,46,-2.4,23.8,16.42,0,49
2015-01-08 14:00:00,0.184,34.338,49,51,-2.4,37.09,11.35,6,48
2015-01-08 15:00:00,0.069,4.032,10,9,-2.3,49.27,4.6,0,10
2015-01-08 16:00:00,0,0,0,0,-2.4,60.46,-3.16,0,0
2015-01-08 17:00:00,0,0,0,0,-2.3,71.02,-13.01,0,0
2015-01-08 18:00:00,0,0,0,0,-2.2,81.42,-22.76,0,0
2015-01-08 19:00:00,0,0,0,0,-2.2,92.31,-32.77,0,0
2015-01-08 20:00:00,0,0,0,0,-2.3,104.66,-42.69,0,0
2015-01-08 21:00:00,0,0,0,0,-2.1,120.04,-51.97,0,0
2015-01-08 22:00:00,0,0,0,0,-2.1,140.89,-59.61,0,0
2015-01-08 23:00:00,0,0,0,0,-2.1,169.01,-63.88,0,0
2015-01-09 00:00:00,0,0,0,0,-1.7,-159.84,-63.07,0,0
2015-01-09 01:00:00,0,0,0,0,-1.3,-134.14,-57.5,0,0
2015-01-09 02:00:00,0,0,0,0,-0.9,-115.19,-49.24,0,0
2015-01-09 03:00:00,0,0,0,0,-0.6,-100.91,-39.7,0,0
2015-01-09 04:00:00,0,0,0,0,0.4,-89.11,-29.71,0,0
2015-01-09 05:00:00,0,0,0,0,2,-78.44,-19.74,0,0
2015-01-09 06:00:00,0,0,0,0,2.4,-68.04,-10.1,0,0
2015-01-09 07:00:00,0,0.685,4,4,2.1,-57.32,-0.45,0,4
2015-01-09 08:00:00,0.391,87.181,62,112,2,-45.86,6.83,143,43
2015-01-09 09:00:00,1.38,269.609,167,305,2.9,-33.34,13.17,356,84
2015-01-09 10:00:00,3.197,422.811,262,473,4.2,-19.72,17.64,504,110
2015-01-09 11:00:00,1.633,150.364,154,180,5,-5.25,19.81,38,142
2015-01-09 12:00:00,0.667,134.8,145,163,5.4,9.48,19.44,27,136
2015-01-09 13:00:00,0.782,96.379,105,121,5.5,23.75,16.57,32,96
2015-01-09 14:00:00,0.161,72.908,75,95,5.4,37.07,11.51,47,66
2015-01-09 15:00:00,0.069,15.139,25,27,4.3,49.26,4.76,6,24
2015-01-09 16:00:00,0,0,1,1,3.6,60.47,-2.99,0,1
2015-01-09 17:00:00,0,0,0,0,3.6,71.05,-12.84,0,0
2015-01-09 18:00:00,0,0,0,0,3.6,81.45,-22.59,0,0
2015-01-09 19:00:00,0,0,0,0,4,92.35,-32.61,0,0
2015-01-09 20:00:00,0,0,0,0,4.7,104.7,-42.53,0,0
2015-01-09 21:00:00,0,0,0,0,4.9,120.06,-51.8,0,0
2015-01-09 22:00:00,0,0,0,0,5,140.85,-59.44,0,0
2015-01-09 23:00:00,0,0,0,0,5.2,168.84,-63.73,0,0
2015-01-10 00:00:00,0,0,0,0,5.2,-160.11,-62.96,0,0
2015-01-10 01:00:00,0,0,0,0,5.4,-134.42,-57.42,0,0
2015-01-10 02:00:00,0,0,0,0,5.5,-115.44,-49.19,0,0
2015-01-10 03:00:00,0,0,0,0,5,-101.13,-39.67,0,0
2015-01-10 04:00:00,0,0,0,0,4.9,-89.31,-29.68,0,0
2015-01-10 05:00:00,0,0,0,0,5.1,-78.61,-19.71,0,0
2015-01-10 06:00:00,0,0,0,0,5.2,-68.2,-10.05,0,0
2015-01-10 07:00:00,0,0,2,2,5.5,-57.49,-0.4,0,2
2015-01-10 08:00:00,0.276,5.572,16,15,5.7,-46.01,6.91,0,16
2015-01-10 09:00:00,0.46,16.648,33,31,5.9,-33.49,13.27,0,33
2015-01-10 10:00:00,0.46,57.504,76,78,6.9,-19.85,17.76,7,74
2015-01-10 11:00:00,1.817,189.974,176,226,9,-5.35,19.95,90,145
2015-01-10 12:00:00,3.473,363.62,260,425,11.6,9.4,19.59,376,135
2015-01-10 13:00:00,2.76,295.297,212,348,13.4,23.7,16.74,320,119
2015-01-10 14:00:00,2.162,293.656,167,350,13.4,37.05,11.68,496,67
2015-01-10 15:00:00,0.299,110.623,57,145,12.2,49.26,4.92,268,28
2015-01-10 16:00:00,0,0.02,2,1,11.1,60.49,-2.82,0,2
2015-01-10 17:00:00,0,0,0,0,10.4,71.08,-12.68,0,0
2015-01-10 18:00:00,0,0,0,0,10.3,81.5,-22.43,0,0
2015-01-10 19:00:00,0,0,0,0,10.9,92.4,-32.44,0,0
2015-01-10 20:00:00,0,0,0,0,11.6,104.74,-42.36,0,0
2015-01-10 21:00:00,0,0,0,0,12,120.09,-51.63,0,0
2015-01-10 22:00:00,0,0,0,0,12,140.82,-59.27,0,0
2015-01-10 23:00:00,0,0,0,0,11.4,168.68,-63.57,0,0
2015-01-11 00:00:00,0,0,0,0,11.2,-160.38,-62.84,0,0
2015-01-11 01:00:00,0,0,0,0,11.4,-134.71,-57.34,0,0
2015-01-11 02:00:00,0,0,0,0,11.3,-115.7,-49.14,0,0
2015-01-11 03:00:00,0,0,0,0,9.4,-101.35,-39.63,0,0
2015-01-11 04:00:00,0,0,0,0,7.2,-89.5,-29.64,0,0
2015-01-11 05:00:00,0,0,0,0,5.7,-78.8,-19.66,0,0
2015-01-11 06:00:00,0,0,0,0,4.6,-68.38,-10,0,0
2015-01-11 07:00:00,0,0.62,3,3,4.7,-57.65,-0.34,0,3
2015-01-11 08:00:00,0.115,56.569,52,79,5.5,-46.17,6.99,77,43
2015-01-11 09:00:00,0.207,49.591,70,70,5.3,-33.64,13.37,5,69
2015-01-11 10:00:00,0.23,29.508,49,46,5.1,-19.98,17.88,0,49
2015-01-11 11:00:00,0.161,26.076,45,42,4.5,-5.46,20.09,0,45
2015-01-11 12:00:00,0.23,20.126,38,35,3.9,9.32,19.75,0,38
2015-01-11 13:00:00,0.299,31.29,51,48,4,23.66,16.91,0,51
2015-01-11 14:00:00,0.184,21.591,39,37,4.3,37.03,11.85,0,39
2015-01-11 15:00:00,0.046,10.503,23,22,3.9,49.27,5.09,0,23
2015-01-11 16:00:00,0,0,1,1,3.4,60.52,-2.65,0,1
2015-01-11 17:00:00,0,0,0,0,3.1,71.12,-12.5,0,0
2015-01-11 18:00:00,0,0,0,0,2.9,81.55,-22.26,0,0
2015-01-11 19:00:00,0,0,0,0,2.8,92.45,-32.27,0,0
2015-01-11 20:00:00,0,0,0,0,2.6,104.8,-42.19,0,0
2015-01-11 21:00:00,0,0,0,0,2,120.12,-51.46,0,0
2015-01-11 22:00:00,0,0,0,0,2,140.79,-59.1,0,0
2015-01-11 23:00:00,0,0,0,0,2.1,168.53,-63.41,0,0
2015-01-12 00:00:00,0,0,0,0,1.8,-160.65,-62.72,0,0
2015-01-12 01:00:00,0,0,0,0,1.6,-135,-57.25,0,0
2015-01-12 02:00:00,0,0,0,0,1.7,-115.96,-49.07,0,0
2015-01-12 03:00:00,0,0,0,0,1.8,-101.58,-39.58,0,0
2015-01-12 04:00:00,0,0,0,0,2.1,-89.71,-29.6,0,0
2015-01-12 05:00:00,0,0,0,0,2.3,-78.98,-19.62,0,0
2015-01-12 06:00:00,0,0,0,0,2.5,-68.55,-9.94,0,0
2015-01-12 07:00:00,0,8.431,5,14,2.4,-57.82,-0.27,31,4
2015-01-12 08:00:00,0.414,204.044,96,243,2.5,-46.33,7.07,449,38
2015-01-12 09:00:00,1.38,401.184,216,452,3.7,-33.78,13.48,644,65
2015-01-12 10:00:00,1.84,328.461,224,371,5.1,-20.11,18.01,350,118
2015-01-12 11:00:00,1.886,334.303,247,381,6.2,-5.57,20.24,280,151
2015-01-12 12:00:00,3.174,351.561,245,401,7,9.25,19.92,354,125
2015-01-12 13:00:00,1.357,227.691,177,265,7.2,23.62,17.08,194,117
2015-01-12 14:00:00,0.322,54.933,73,77,6.9,37.02,12.03,8,72
2015-01-12 15:00:00,0.115,41.491,36,61,5.9,49.28,5.27,75,29
2015-01-12 16:00:00,0,0,0,0,4.9,60.55,-2.47,0,0
2015-01-12 17:00:00,0,0,0,0,3.9,71.16,-12.33,0,0
2015-01-12 18:00:00,0,0,0,0,3.1,81.6,-22.08,0,0
2015-01-12 19:00:00,0,0,0,0,2.9,92.52,-32.1,0,0
2015-01-12 20:00:00,0,0,0,0,2.9,104.86,-42.01,0,0
2015-01-12 21:00:00,0,0,0,0,2.6,120.17,-51.28,0,0
2015-01-12 22:00:00,0,0,0,0,2.1,140.78,-58.92,0,0
2015-01-12 23:00:00,0,0,0,0,1.6,168.39,-63.24,0,0
2015-01-13 00:00:00,0,0,0,0,1.3,-160.92,-62.59,0,0
2015-01-13 01:00:00,0,0,0,0,1.2,-135.29,-57.15,0,0
2015-01-13 02:00:00,0,0,0,0,1.1,-116.23,-49,0,0
2015-01-13 03:00:00,0,0,0,0,0.9,-101.81,-39.52,0,0
2015-01-13 04:00:00,0,0,0,0,0.9,-89.91,-29.54,0,0
2015-01-13 05:00:00,0,0,0,0,0.9,-79.17,-19.56,0,0
2015-01-13 06:00:00,0,0,0,0,1,-68.73,-9.87,0,0
2015-01-13 07:00:00,0,0.843,3,3,0.9,-57.99,-0.19,0,3
2015-01-13 08:00:00,0.46,78.038,63,101,1.4,-46.49,7.17,104,48
2015-01-13 09:00:00,1.449,368.631,205,414,2.9,-33.93,13.59,564,69
2015-01-13 10:00:00,4.761,532.437,306,600,4.5,-20.24,18.15,753,71
2015-01-13 11:00:00,6.026,586.056,348,666,5.8,-5.67,20.4,785,75
2015-01-13 12:00:00,5.911,573.131,340,653,6.5,9.17,20.1,779,73
2015-01-13 13:00:00,5.014,495.292,283,564,7.1,23.58,17.27,733,65
2015-01-13 14:00:00,3.082,355.991,188,409,7,37.01,12.22,634,52
2015-01-13 15:00:00,0.966,144.1,68,181,5.5,49.3,5.45,359,29
2015-01-13 16:00:00,0.023,0,0,0,4,60.59,-2.28,0,0
2015-01-13 17:00:00,0,0,0,0,3.3,71.21,-12.14,0,0
2015-01-13 18:00:00,0,0,0,0,3,81.66,-21.91,0,0
2015-01-13 19:00:00,0,0,0,0,2.6,92.59,-31.92,0,0
2015-01-13 20:00:00,0,0,0,0,2.1,104.93,-41.83,0,0
2015-01-13 21:00:00,0,0,0,0,1.9,120.22,-51.1,0,0
2015-01-13 22:00:00,0,0,0,0,1.5,140.77,-58.73,0,0
2015-01-13 23:00:00,0,0,0,0,1.1,168.25,-63.07,0,0
2015-01-14 00:00:00,0,0,0,0,0.8,-161.18,-62.45,0,0
2015-01-14 01:00:00,0,0,0,0,0.8,-135.59,-57.04,0,0
2015-01-14 02:00:00,0,0,0,0,1,-116.49,-48.93,0,0
2015-01-14 03:00:00,0,0,0,0,1,-102.05,-39.46,0,0
2015-01-14 04:00:00,0,0,0,0,0.9,-90.12,-29.49,0,0
2015-01-14 05:00:00,0,0,0,0,0.8,-79.36,-19.5,0,0
2015-01-14 06:00:00,0,0,0,0,0.8,-68.91,-9.8,0,0
2015-01-14 07:00:00,0.023,9.527,6,15,1.1,-58.16,-0.11,35,4
2015-01-14 08:00:00,0.92,197.853,96,234,1.5,-46.65,7.27,420,40
2015-01-14 09:00:00,2.783,392.773,212,438,2,-34.09,13.72,622,64
2015-01-14 10:00:00,4.577,519.691,299,579,2.5,-20.37,18.3,709,76
2015-01-14 11:00:00,5.497,576.463,342,645,2.8,-5.78,20.57,740,82
2015-01-14 12:00:00,5.267,553.361,331,618,2.9,9.11,20.28,703,87
2015-01-14 13:00:00,4.025,438.201,259,487,3,23.55,17.46,577,87
2015-01-14 14:00:00,1.104,220.074,146,253,3.3,37.01,12.41,280,81
2015-01-14 15:00:00,0.23,34.52,35,50,3,49.32,5.63,42,30
2015-01-14 16:00:00,0.023,0,0,0,1.6,60.63,-2.09,0,0
2015-01-14 17:00:00,0,0,0,0,0.4,71.27,-11.96,0,0
2015-01-14 18:00:00,0,0,0,0,0.9,81.73,-21.72,0,0
2015-01-14 19:00:00,0,0,0,0,1.6,92.66,-31.74,0,0
2015-01-14 20:00:00,0,0,0,0,1.4,105.01,-41.65,0,0
2015-01-14 21:00:00,0,0,0,0,1.7,120.29,-50.91,0,0
2015-01-14 22:00:00,0,0,0,0,2.2,140.78,-58.54,0,0
2015-01-14 23:00:00,0,0,0,0,3,168.12,-62.89,0,0
2015-01-15 00:00:00,0,0,0,0,3.5,-161.45,-62.3,0,0
2015-01-15 01:00:00,0,0,0,0,3.4,-135.89,-56.93,0,0
2015-01-15 02:00:00,0,0,0,0,2.9,-116.77,-48.84,0,0
2015-01-15 03:00:00,0,0,0,0,2.4,-102.29,-39.39,0,0
2015-01-15 04:00:00,0,0,0,0,1.8,-90.34,-29.42,0,0
2015-01-15 05:00:00,0,0,0,0,1.1,-79.56,-19.43,0,0
2015-01-15 06:00:00,0,0,0,0,0.4,-69.1,-9.72,0,0
2015-01-15 07:00:00,0.046,12.764,6,20,-0.5,-58.33,-0.02,46,4
2015-01-15 08:00:00,1.357,212.651,100,249,0,-46.82,7.38,464,38
2015-01-15 09:00:00,3.473,404.76,218,452,2,-34.24,13.85,651,61
2015-01-15 10:00:00,5.267,524.651,303,587,3.4,-20.5,18.45,728,72
2015-01-15 11:00:00,6.003,557.224,339,628,4.7,-5.88,20.74,706,89
2015-01-15 12:00:00,4.715,483.968,304,545,5.5,9.04,20.46,574,103
2015-01-15 13:00:00,3.335,461.349,271,522,6.2,23.52,17.65,634,79
2015-01-15 14:00:00,1.104,256.283,159,296,6.3,37.01,12.61,371,78
