datetime,load,temp,feels_like,pressure,humidity,wind_speed,wind_deg,rain,snow,clouds,public_holiday
2022-10-06 00:15:00,7879,14.3375,13.8925,1022.25,79,6.3025,250,0,0,15,0
2022-10-06 00:30:00,7887,14.085,13.615,1022.5,79,5.915,250,0,0,10,0
2022-10-06 00:45:00,7745,13.8325,13.3375,1022.75,79,5.5275,250,0,0,5,0
2022-10-06 01:00:00,7912,13.58,13.06,1023,79,5.14,250,0,0,0,0
2022-10-06 01:15:00,7746,13.375,12.815,1023.25,78.25,5.27,250,0,0,0,0
2022-10-06 01:30:00,7749,13.17,12.57,1023.5,77.5,5.4,250,0,0,0,0
2022-10-06 01:45:00,7701,12.965,12.325,1023.75,76.75,5.53,250,0,0,0,0
2022-10-06 02:00:00,7715,12.76,12.08,1024,76,5.66,250,0,0,0,0
2022-10-06 02:15:00,7573,12.5975,11.9075,1024.25,76.25,5.66,250,0,0,0,0
2022-10-06 02:30:00,7549,12.435,11.735,1024.5,76.5,5.66,250,0,0,0,0
2022-10-06 02:45:00,7658,12.2725,11.5625,1024.75,76.75,5.66,250,0,0,0,0
2022-10-06 03:00:00,7794,12.11,11.39,1025,77,5.66,250,0,0,0,0
2022-10-06 03:15:00,7793,11.955,11.225,1025.25,77.25,5.53,247.5,0,0,0,0
2022-10-06 03:30:00,8015,11.8,11.06,1025.5,77.5,5.4,245,0,0,0,0
2022-10-06 03:45:00,7979,11.645,10.895,1025.75,77.75,5.27,242.5,0,0,0,0
2022-10-06 04:00:00,8153,11.49,10.73,1026,78,5.14,240,0,0,0,0
2022-10-06 04:15:00,8266,11.3075,10.55,1026,78.75,5.0125,240,0,0,0,0
2022-10-06 04:30:00,8135,11.125,10.37,1026,79.5,4.885,240,0,0,0,0
2022-10-06 04:45:00,8287,10.9425,10.19,1026,80.25,4.7575,240,0,0,0,0
2022-10-06 05:00:00,8513,10.76,10.01,1026,81,4.63,240,0,0,0,0
2022-10-06 05:15:00,8824,10.67,9.9225,1026.25,81.5,4.5025,240,0,0,0,0
2022-10-06 05:30:00,9130,10.58,9.835,1026.5,82,4.375,240,0,0,0,0
2022-10-06 05:45:00,9273,10.49,9.7475,1026.75,82.5,4.2475,240,0,0,0,0
2022-10-06 06:00:00,9571,10.4,9.66,1027,83,4.12,240,0,0,0,0
2022-10-06 06:15:00,9743,10.2225,9.1375,1027.25,83.5,4.12,240,0,0,0,0
2022-10-06 06:30:00,9926,10.045,8.615,1027.5,84,4.12,240,0,0,0,0
2022-10-06 06:45:00,9913,9.8675,8.0925,1027.75,84.5,4.12,240,0,0,0,0
2022-10-06 07:00:00,9864,9.69,7.57,1028,85,4.12,240,0,0,0,0
2022-10-06 07:15:00,10014,9.875,8.12,1028.25,85.25,3.99,235,0,0,0,0
2022-10-06 07:30:00,9983,10.06,8.67,1028.5,85.5,3.86,230,0,0,0,0
2022-10-06 07:45:00,10043,10.245,9.22,1028.75,85.75,3.73,225,0,0,0,0
2022-10-06 08:00:00,10055,10.43,9.77,1029,86,3.6,220,0,0,0,0
2022-10-06 08:15:00,10107,10.795,10.14,1029.25,84.75,3.8575,225,0,0,0,0
2022-10-06 08:30:00,10205,11.16,10.51,1029.5,83.5,4.115,230,0,0,0,0
2022-10-06 08:45:00,10283,11.525,10.88,1029.75,82.25,4.3725,235,0,0,0,0
2022-10-06 09:00:00,10175,11.89,11.25,1030,81,4.63,240,0,0,0,0
2022-10-06 09:15:00,10153,12.33,11.6875,1030,79.25,4.5025,242.5,0,0,0,0
2022-10-06 09:30:00,10204,12.77,12.125,1030,77.5,4.375,245,0,0,0,0
2022-10-06 09:45:00,10260,13.21,12.5625,1030,75.75,4.2475,247.5,0,0,0,0
2022-10-06 10:00:00,10187,13.65,13,1030,74,4.12,250,0,0,0,0
2022-10-06 10:15:00,10105,14.0375,13.3625,1030.25,71.5,4.2475,252.5,0,0,0,0
2022-10-06 10:30:00,10112,14.425,13.725,1030.5,69,4.375,255,0,0,0,0
2022-10-06 10:45:00,10252,14.8125,14.0875,1030.75,66.5,4.5025,257.5,0,0,0,0
2022-10-06 11:00:00,10172,15.2,14.45,1031,64,4.63,260,0,0,0,0
2022-10-06 11:15:00,9935,15.3525,14.605,1031,63.5,4.63,262.5,0,0,5,0
2022-10-06 11:30:00,9820,15.505,14.76,1031,63,4.63,265,0,0,10,0
2022-10-06 11:45:00,9990,15.6575,14.915,1031,62.5,4.63,267.5,0,0,15,0
2022-10-06 12:00:00,9963,15.81,15.07,1031,62,4.63,270,0,0,20,0
2022-10-06 12:15:00,9992,15.9525,15.1925,1031,60.75,5.015,270,0,0,20,0
2022-10-06 12:30:00,9813,16.095,15.315,1031,59.5,5.4,270,0,0,20,0
2022-10-06 12:45:00,9821,16.2375,15.4375,1031,58.25,5.785,270,0,0,20,0
2022-10-06 13:00:00,9755,16.38,15.56,1031,57,6.17,270,0,0,20,0
2022-10-06 13:15:00,9618,16.5,15.68,1031,56.5,5.6575,262.5,0,0,20,0
2022-10-06 13:30:00,9763,16.62,15.8,1031,56,5.145,255,0,0,20,0
2022-10-06 13:45:00,9781,16.74,15.92,1031,55.5,4.6325,247.5,0,0,20,0
2022-10-06 14:00:00,9738,16.86,16.04,1031,55,4.12,240,0,0,20,0
2022-10-06 14:15:00,9636,16.9275,16.12,1030.75,55.25,4.505,242.5,0,0,20,0
2022-10-06 14:30:00,9671,16.995,16.2,1030.5,55.5,4.89,245,0,0,20,0
2022-10-06 14:45:00,9586,17.0625,16.28,1030.25,55.75,5.275,247.5,0,0,20,0
2022-10-06 15:00:00,9614,17.13,16.36,1030,56,5.66,250,0,0,20,0
2022-10-06 15:15:00,9715,17.1275,16.3775,1030,56.75,5.4025,247.5,0,0,20,0
2022-10-06 15:30:00,9738,17.125,16.395,1030,57.5,5.145,245,0,0,20,0
2022-10-06 15:45:00,9723,17.1225,16.4125,1030,58.25,4.8875,242.5,0,0,20,0
2022-10-06 16:00:00,9648,17.12,16.43,1030,59,4.63,240,0,0,20,0
2022-10-06 16:15:00,9709,16.9625,16.27,1030,59.5,4.5025,237.5,0,0,20,0
2022-10-06 16:30:00,9813,16.805,16.11,1030,60,4.375,235,0,0,20,0
2022-10-06 16:45:00,9954,16.6475,15.95,1030,60.5,4.2475,232.5,0,0,20,0
2022-10-06 17:00:00,9844,16.49,15.79,1030,61,4.12,230,0,0,20,0
2022-10-06 17:15:00,10075,16.155,15.4475,1030,62,3.7325,230,0,0,20,0
2022-10-06 17:30:00,10139,15.82,15.105,1030,63,3.345,230,0,0,20,0
2022-10-06 17:45:00,10247,15.485,14.7625,1030,64,2.9575,230,0,0,20,0
2022-10-06 18:00:00,10261,15.15,14.42,1030,65,2.57,230,0,0,20,0
2022-10-06 18:15:00,10220,14.4575,13.73,1030,67.75,2.4425,220,0,0,15,0
2022-10-06 18:30:00,10524,13.765,13.04,1030,70.5,2.315,210,0,0,10,0
2022-10-06 18:45:00,10453,13.0725,12.35,1030,73.25,2.1875,200,0,0,5,0
2022-10-06 19:00:00,10306,12.38,11.66,1030,76,2.06,190,0,0,0,0
2022-10-06 19:15:00,10102,12.07,11.3575,1029.75,77.5,2.1875,190,0,0,0,0
2022-10-06 19:30:00,9865,11.76,11.055,1029.5,79,2.315,190,0,0,0,0
2022-10-06 19:45:00,9742,11.45,10.7525,1029.25,80.5,2.4425,190,0,0,0,0
2022-10-06 20:00:00,9624,11.14,10.45,1029,82,2.57,190,0,0,0,0
2022-10-06 20:15:00,9407,11.165,10.49,1029,82.5,2.7,190,0,0,0,0
2022-10-06 20:30:00,9221,11.19,10.53,1029,83,2.83,190,0,0,0,0
2022-10-06 20:45:00,9154,11.215,10.57,1029,83.5,2.96,190,0,0,0,0
2022-10-06 21:00:00,9082,11.24,10.61,1029,84,3.09,190,0,0,0,0
2022-10-06 21:15:00,9109,10.9925,10.345,1029,84.25,3.09,192.5,0,0,0,0
2022-10-06 21:30:00,8913,10.745,10.08,1029,84.5,3.09,195,0,0,0,0
2022-10-06 21:45:00,8902,10.4975,9.815,1029,84.75,3.09,197.5,0,0,0,0
2022-10-06 22:00:00,8721,10.25,9.55,1029,85,3.09,200,0,0,0,0
2022-10-06 22:15:00,8685,9.9875,9.0375,1029,85.75,3.09,197.5,0,0,0,0
2022-10-06 22:30:00,8568,9.725,8.525,1029,86.5,3.09,195,0,0,0,0
2022-10-06 22:45:00,8394,9.4625,8.0125,1029,87.25,3.09,192.5,0,0,0,0
2022-10-06 23:00:00,8404,9.2,7.5,1029,88,3.09,190,0,0,0,0
2022-10-06 23:15:00,8154,9.1725,7.465,1029,88.5,3.09,192.5,0,0,0,0
2022-10-06 23:30:00,8061,9.145,7.43,1029,89,3.09,195,0,0,0,0
2022-10-06 23:45:00,7960,9.1175,7.395,1029,89.5,3.09,197.5,0,0,0,0
2022-10-07 00:00:00,7927,9.09,7.36,1029,90,3.09,200,0,0,0,0
2022-10-07 00:15:00,7706,9.045,7.3075,1028.75,90.25,3.09,197.5,0,0,0,0
2022-10-07 00:30:00,7684,9,7.255,1028.5,90.5,3.09,195,0,0,0,0
2022-10-07 00:45:00,7701,8.955,7.2025,1028.25,90.75,3.09,192.5,0,0,0,0
2022-10-07 01:00:00,7606,8.91,7.15,1028,91,3.09,190,0,0,0,0
2022-10-07 01:15:00,7509,8.855,7.0825,1028,91,3.09,190,0,0,0,0
2022-10-07 01:30:00,7647,8.8,7.015,1028,91,3.09,190,0,0,0,0
2022-10-07 01:45:00,7610,8.745,6.9475,1028,91,3.09,190,0,0,0,0
2022-10-07 02:00:00,7633,8.69,6.88,1028,91,3.09,190,0,0,0,0
2022-10-07 02:15:00,7758,8.5425,6.63,1027.75,91.25,3.2175,187.5,0,0,0,0
2022-10-07 02:30:00,7597,8.395,6.38,1027.5,91.5,3.345,185,0,0,0,0
2022-10-07 02:45:00,7578,8.2475,6.13,1027.25,91.75,3.4725,182.5,0,0,0,0
2022-10-07 03:00:00,7602,8.1,5.88,1027,92,3.6,180,0,0,0,0
2022-10-07 03:15:00,7713,8.0525,5.82,1026.75,92,3.6,182.5,0,0,0,0
2022-10-07 03:30:00,7617,8.005,5.76,1026.5,92,3.6,185,0,0,0,0
2022-10-07 03:45:00,7622,7.9575,5.7,1026.25,92,3.6,187.5,0,0,0,0
2022-10-07 04:00:00,7832,7.91,5.64,1026,92,3.6,190,0,0,0,0
2022-10-07 04:15:00,7839,7.9375,5.675,1026,91.75,3.6,190,0,0,0,0
2022-10-07 04:30:00,8035,7.965,5.71,1026,91.5,3.6,190,0,0,0,0
2022-10-07 04:45:00,8167,7.9925,5.745,1026,91.25,3.6,190,0,0,0,0
2022-10-07 05:00:00,8399,8.02,5.78,1026,91,3.6,190,0,0,0,0
2022-10-07 05:15:00,8477,8.0025,5.7575,1025.75,91,3.6,187.5,0,0,0,0
2022-10-07 05:30:00,8679,7.985,5.735,1025.5,91,3.6,185,0,0,0,0
2022-10-07 05:45:00,8931,7.9675,5.7125,1025.25,91,3.6,182.5,0,0,0,0
2022-10-07 06:00:00,9212,7.95,5.69,1025,91,3.6,180,0,0,0,0
2022-10-07 06:15:00,9452,7.9375,5.675,1025,91.25,3.6,182.5,0,0,0,0
2022-10-07 06:30:00,9671,7.925,5.66,1025,91.5,3.6,185,0,0,0,0
2022-10-07 06:45:00,9711,7.9125,5.645,1025,91.75,3.6,187.5,0,0,0,0
2022-10-07 07:00:00,9608,7.9,5.63,1025,92,3.6,190,0,0,0,0
2022-10-07 07:15:00,9787,8.15,5.935,1025,91.75,3.6,190,0,0,0,0
2022-10-07 07:30:00,9894,8.4,6.24,1025,91.5,3.6,190,0,0,0,0
2022-10-07 07:45:00,9977,8.65,6.545,1025,91.25,3.6,190,0,0,0,0
2022-10-07 08:00:00,10066,8.9,6.85,1025,91,3.6,190,0,0,0,0
2022-10-07 08:15:00,9998,9.625,7.9375,1025,89,3.6,190,0,0,0,0
2022-10-07 08:30:00,10049,10.35,9.025,1025,87,3.6,190,0,0,0,0
2022-10-07 08:45:00,10108,11.075,10.1125,1025,85,3.6,190,0,0,0,0
2022-10-07 09:00:00,10082,11.8,11.2,1025,83,3.6,190,0,0,0,0
2022-10-07 09:15:00,10025,12.2425,11.655,1024.75,81.75,3.8575,195,0,0,0,0
2022-10-07 09:30:00,10106,12.685,12.11,1024.5,80.5,4.115,200,0,0,0,0
2022-10-07 09:45:00,10134,13.1275,12.565,1024.25,79.25,4.3725,205,0,0,0,0
2022-10-07 10:00:00,10034,13.57,13.02,1024,78,4.63,210,0,0,0,0
2022-10-07 10:15:00,10003,14.13,13.5775,1024,75.75,4.5025,210,0,0,0,0
2022-10-07 10:30:00,10022,14.69,14.135,1024,73.5,4.375,210,0,0,0,0
2022-10-07 10:45:00,10022,15.25,14.6925,1024,71.25,4.2475,210,0,0,0,0
2022-10-07 11:00:00,9979,15.81,15.25,1024,69,4.12,210,0,0,0,0
2022-10-07 11:15:00,9807,15.99,15.4225,1023.75,68,4.6325,212.5,0,0,5,0
2022-10-07 11:30:00,9938,16.17,15.595,1023.5,67,5.145,215,0,0,10,0
2022-10-07 11:45:00,9798,16.35,15.7675,1023.25,66,5.6575,217.5,0,0,15,0
2022-10-07 12:00:00,9653,16.53,15.94,1023,65,6.17,220,0,0,20,0
2022-10-07 12:15:00,9375,16.7625,16.175,1022.75,64.25,6.0425,220,0,0,20,0
2022-10-07 12:30:00,9379,16.995,16.41,1022.5,63.5,5.915,220,0,0,20,0
2022-10-07 12:45:00,9540,17.2275,16.645,1022.25,62.75,5.7875,220,0,0,20,0
2022-10-07 13:00:00,9382,17.46,16.88,1022,62,5.66,220,0,0,20,0
2022-10-07 13:15:00,9546,17.565,16.975,1021.75,61.25,5.4025,222.5,0,0,20,0
2022-10-07 13:30:00,9415,17.67,17.07,1021.5,60.5,5.145,225,0,0,20,0
2022-10-07 13:45:00,9362,17.775,17.165,1021.25,59.75,4.8875,227.5,0,0,20,0
2022-10-07 14:00:00,9238,17.88,17.26,1021,59,4.63,230,0,0,20,0
2022-10-07 14:15:00,9171,17.8725,17.24,1021,58.5,4.3725,225,0,0,15,0
2022-10-07 14:30:00,9104,17.865,17.22,1021,58,4.115,220,0,0,10,0
2022-10-07 14:45:00,9237,17.8575,17.2,1021,57.5,3.8575,215,0,0,5,0
2022-10-07 15:00:00,9166,17.85,17.18,1021,57,3.6,210,0,0,0,0
2022-10-07 15:15:00,9129,17.83,17.165,1020.75,57.25,3.985,210,0,0,0,0
2022-10-07 15:30:00,9162,17.81,17.15,1020.5,57.5,4.37,210,0,0,0,0
2022-10-07 15:45:00,9272,17.79,17.135,1020.25,57.75,4.755,210,0,0,0,0
2022-10-07 16:00:00,9466,17.77,17.12,1020,58,5.14,210,0,0,0,0
2022-10-07 16:15:00,9493,17.5975,16.9425,1019.75,58.5,5.14,210,0,0,0,0
2022-10-07 16:30:00,9472,17.425,16.765,1019.5,59,5.14,210,0,0,0,0
2022-10-07 16:45:00,9522,17.2525,16.5875,1019.25,59.5,5.14,210,0,0,0,0
2022-10-07 17:00:00,9596,17.08,16.41,1019,60,5.14,210,0,0,0,0
2022-10-07 17:15:00,9673,16.455,15.7825,1019,62.25,4.6275,212.5,0,0,5,0
2022-10-07 17:30:00,9601,15.83,15.155,1019,64.5,4.115,215,0,0,10,0
2022-10-07 17:45:00,9639,15.205,14.5275,1019,66.75,3.6025,217.5,0,0,15,0
2022-10-07 18:00:00,9695,14.58,13.9,1019,69,3.09,220,0,0,20,0
2022-10-07 18:15:00,9773,14.1625,13.4725,1019,70.25,2.96,215,0,0,20,0
2022-10-07 18:30:00,10017,13.745,13.045,1019,71.5,2.83,210,0,0,20,0
2022-10-07 18:45:00,9954,13.3275,12.6175,1019,72.75,2.7,205,0,0,20,0
2022-10-07 19:00:00,9746,12.91,12.19,1019,74,2.57,200,0,0,20,0
2022-10-07 19:15:00,9674,12.7775,12.07,1019,75,2.8275,197.5,0,0,20,0
2022-10-07 19:30:00,9674,12.645,11.95,1019,76,3.085,195,0,0,20,0
2022-10-07 19:45:00,9351,12.5125,11.83,1019,77,3.3425,192.5,0,0,20,0
2022-10-07 20:00:00,9186,12.38,11.71,1019,78,3.6,190,0,0,20,0
2022-10-07 20:15:00,8912,12.3375,11.6625,1019,78,3.6,192.5,0,0,20,0
2022-10-07 20:30:00,8996,12.295,11.615,1019,78,3.6,195,0,0,20,0
2022-10-07 20:45:00,8866,12.2525,11.5675,1019,78,3.6,197.5,0,0,20,0
2022-10-07 21:00:00,9033,12.21,11.52,1019,78,3.6,200,0,0,20,0
2022-10-07 21:15:00,8841,12.145,11.455,1019,78.25,3.6,200,0,0,15,0
2022-10-07 21:30:00,8874,12.08,11.39,1019,78.5,3.6,200,0,0,10,0
2022-10-07 21:45:00,8796,12.015,11.325,1019,78.75,3.6,200,0,0,5,0
2022-10-07 22:00:00,8742,11.95,11.26,1019,79,3.6,200,0,0,0,0
2022-10-07 22:15:00,8471,11.8675,11.19,1018.75,79.75,3.6,200,0,0,5,0
2022-10-07 22:30:00,8273,11.785,11.12,1018.5,80.5,3.6,200,0,0,10,0
2022-10-07 22:45:00,8256,11.7025,11.05,1018.25,81.25,3.6,200,0,0,15,0
2022-10-07 23:00:00,7912,11.62,10.98,1018,82,3.6,200,0,0,20,0
2022-10-07 23:15:00,7808,11.6125,10.9725,1018,82,3.73,200,0,0,15,0
2022-10-07 23:30:00,7747,11.605,10.965,1018,82,3.86,200,0,0,10,0
2022-10-07 23:45:00,7771,11.5975,10.9575,1018,82,3.99,200,0,0,5,0
2022-10-08 00:00:00,7703,11.59,10.95,1018,82,4.12,200,0,0,0,0
2022-10-08 00:15:00,7510,11.735,11.1075,1018,82,4.505,207.5,0,0,10,0
2022-10-08 00:30:00,7575,11.88,11.265,1018,82,4.89,215,0,0,20,0
2022-10-08 00:45:00,7483,12.025,11.4225,1018,82,5.275,222.5,0,0,30,0
2022-10-08 01:00:00,7362,12.17,11.58,1018,82,5.66,230,0,0,40,0
2022-10-08 01:15:00,7223,12.3075,11.7325,1017.75,82,5.53,227.5,0,0,35,0
2022-10-08 01:30:00,7342,12.445,11.885,1017.5,82,5.4,225,0,0,30,0
2022-10-08 01:45:00,7349,12.5825,12.0375,1017.25,82,5.27,222.5,0,0,25,0
2022-10-08 02:00:00,7327,12.72,12.19,1017,82,5.14,220,0,0,20,0
2022-10-08 02:15:00,7299,12.605,12.095,1017.25,83.25,5.655,225,0,0,33.75,0
2022-10-08 02:30:00,7276,12.49,12,1017.5,84.5,6.17,230,0,0,47.5,0
2022-10-08 02:45:00,7260,12.375,11.905,1017.75,85.75,6.685,235,0,0,61.25,0
2022-10-08 03:00:00,7194,12.26,11.81,1018,87,7.2,240,0,0,75,0
2022-10-08 03:15:00,7082,12.2075,11.765,1018,87.5,6.685,245,0,0,75,0
2022-10-08 03:30:00,7097,12.155,11.72,1018,88,6.17,250,0,0,75,0
2022-10-08 03:45:00,7100,12.1025,11.675,1018,88.5,5.655,255,0,0,75,0
2022-10-08 04:00:00,7181,12.05,11.63,1018,89,5.14,260,0,0,75,0
2022-10-08 04:15:00,7238,11.9775,11.565,1018,89.5,4.885,257.5,0,0,66.25,0
2022-10-08 04:30:00,7262,11.905,11.5,1018,90,4.63,255,0,0,57.5,0
2022-10-08 04:45:00,7252,11.8325,11.435,1018,90.5,4.375,252.5,0,0,48.75,0
2022-10-08 05:00:00,7431,11.76,11.37,1018,91,4.12,250,0,0,40,0
2022-10-08 05:15:00,7602,11.6175,11.225,1018.25,91.5,4.2475,247.5,0,0,35,0
2022-10-08 05:30:00,7623,11.475,11.08,1018.5,92,4.375,245,0,0,30,0
2022-10-08 05:45:00,7798,11.3325,10.935,1018.75,92.5,4.5025,242.5,0,0,25,0
2022-10-08 06:00:00,7957,11.19,10.79,1019,93,4.63,240,0,0,20,0
2022-10-08 06:15:00,8024,11.125,10.7125,1019,92.75,4.5025,240,0,0,20,0
2022-10-08 06:30:00,8121,11.06,10.635,1019,92.5,4.375,240,0,0,20,0
2022-10-08 06:45:00,8055,10.995,10.5575,1019,92.25,4.2475,240,0,0,20,0
2022-10-08 07:00:00,8248,10.93,10.48,1019,92,4.12,240,0,0,20,0
2022-10-08 07:15:00,8243,11.0425,10.61,1019.25,92.25,4.12,242.5,0,0,20,0
2022-10-08 07:30:00,8404,11.155,10.74,1019.5,92.5,4.12,245,0,0,20,0
2022-10-08 07:45:00,8442,11.2675,10.87,1019.75,92.75,4.12,247.5,0,0,20,0
2022-10-08 08:00:00,8501,11.38,11,1020,93,4.12,250,0,0,20,0
2022-10-08 08:15:00,8691,11.6125,11.23,1020.25,92,4.2475,255,0,0,20,0
2022-10-08 08:30:00,8889,11.845,11.46,1020.5,91,4.375,260,0,0,20,0
2022-10-08 08:45:00,8881,12.0775,11.69,1020.75,90,4.5025,265,0,0,20,0
2022-10-08 09:00:00,9135,12.31,11.92,1021,89,4.63,270,0,0,20,0
2022-10-08 09:15:00,8924,12.645,12.21,1021.25,86,4.8875,272.5,0,0,20,0
2022-10-08 09:30:00,8990,12.98,12.5,1021.5,83,5.145,275,0,0,20,0
2022-10-08 09:45:00,9038,13.315,12.79,1021.75,80,5.4025,277.5,0,0,20,0
2022-10-08 10:00:00,9080,13.65,13.08,1022,77,5.66,280,0,0,20,0
2022-10-08 10:15:00,8862,13.755,13.15,1022.25,75.25,5.66,285,0,0,25,0
2022-10-08 10:30:00,9124,13.86,13.22,1022.5,73.5,5.66,290,0,0,30,0
2022-10-08 10:45:00,8987,13.965,13.29,1022.75,71.75,5.66,295,0,0,35,0
2022-10-08 11:00:00,8932,14.07,13.36,1023,70,5.66,300,0,0,40,0
2022-10-08 11:15:00,8784,14.295,13.575,1023,68.75,5.66,295,0,0,40,0
2022-10-08 11:30:00,8725,14.52,13.79,1023,67.5,5.66,290,0,0,40,0
2022-10-08 11:45:00,8603,14.745,14.005,1023,66.25,5.66,285,0,0,40,0
2022-10-08 12:00:00,8554,14.97,14.22,1023,65,5.66,280,0,0,40,0
2022-10-08 12:15:00,8620,14.975,14.2,1023.25,64,5.66,282.5,0,0,40,0
2022-10-08 12:30:00,8675,14.98,14.18,1023.5,63,5.66,285,0,0,40,0
2022-10-08 12:45:00,8388,14.985,14.16,1023.75,62,5.66,287.5,0,0,40,0
2022-10-08 13:00:00,8490,14.99,14.14,1024,61,5.66,290,0,0,40,0
2022-10-08 13:15:00,8074,15.145,14.2975,1024,60.5,5.4025,292.5,0,0,40,0
2022-10-08 13:30:00,8337,15.3,14.455,1024,60,5.145,295,0,0,40,0
2022-10-08 13:45:00,8330,15.455,14.6125,1024,59.5,4.8875,297.5,0,0,40,0
2022-10-08 14:00:00,8497,15.61,14.77,1024,59,4.63,300,0,0,40,0
2022-10-08 14:15:00,8373,15.695,14.8625,1024,59,4.7575,297.5,0,0,40,0
2022-10-08 14:30:00,8239,15.78,14.955,1024,59,4.885,295,0,0,40,0
2022-10-08 14:45:00,8186,15.865,15.0475,1024,59,5.0125,292.5,0,0,40,0
2022-10-08 15:00:00,8285,15.95,15.14,1024,59,5.14,290,0,0,40,0
2022-10-08 15:15:00,8274,15.93,15.105,1024,58.5,4.885,287.5,0,0,40,0
2022-10-08 15:30:00,8206,15.91,15.07,1024,58,4.63,285,0,0,40,0
2022-10-08 15:45:00,8305,15.89,15.035,1024,57.5,4.375,282.5,0,0,40,0
2022-10-08 16:00:00,8430,15.87,15,1024,57,4.12,280,0,0,40,0
2022-10-08 16:15:00,8406,15.6125,14.73,1024,57.5,4.12,285,0,0,35,0
2022-10-08 16:30:00,8507,15.355,14.46,1024,58,4.12,290,0,0,30,0
2022-10-08 16:45:00,8576,15.0975,14.19,1024,58.5,4.12,295,0,0,25,0
2022-10-08 17:00:00,8626,14.84,13.92,1024,59,4.12,300,0,0,20,0
2022-10-08 17:15:00,8585,14.3425,13.405,1024,60.25,3.8625,300,0,0,20,0
2022-10-08 17:30:00,8755,13.845,12.89,1024,61.5,3.605,300,0,0,20,0
2022-10-08 17:45:00,8873,13.3475,12.375,1024,62.75,3.3475,300,0,0,20,0
2022-10-08 18:00:00,8953,12.85,11.86,1024,64,3.09,300,0,0,20,0
2022-10-08 18:15:00,9175,12.3475,11.3725,1024.25,66.5,2.8325,305,0,0,15,0
2022-10-08 18:30:00,9154,11.845,10.885,1024.5,69,2.575,310,0,0,10,0
2022-10-08 18:45:00,9200,11.3425,10.3975,1024.75,71.5,2.3175,315,0,0,5,0
2022-10-08 19:00:00,8972,10.84,9.91,1025,74,2.06,320,0,0,0,0
2022-10-08 19:15:00,8889,10.4075,9.71,1025,75.5,1.8025,240,0,0,0,0
2022-10-08 19:30:00,8727,9.975,9.51,1025,77,1.545,160,0,0,0,0
2022-10-08 19:45:00,8676,9.5425,9.31,1025,78.5,1.2875,80,0,0,0,0
2022-10-08 20:00:00,8485,9.11,9.11,1025,80,1.03,0,0,0,0,0
2022-10-08 20:15:00,8462,8.67,8.67,1025.25,81.75,0.9,65,0,0,0,0
2022-10-08 20:30:00,8199,8.23,8.23,1025.5,83.5,0.77,130,0,0,0,0
2022-10-08 20:45:00,8136,7.79,7.79,1025.75,85.25,0.64,195,0,0,0,0
2022-10-08 21:00:00,8176,7.35,7.35,1026,87,0.51,260,0,0,0,0
2022-10-08 21:15:00,8110,7.225,7.225,1026,87.5,0.51,240,0,0,0,0
2022-10-08 21:30:00,8167,7.1,7.1,1026,88,0.51,220,0,0,0,0
2022-10-08 21:45:00,8197,6.975,6.975,1026,88.5,0.51,200,0,0,0,0
2022-10-08 22:00:00,8130,6.85,6.85,1026,89,0.51,180,0,0,0,0
2022-10-08 22:15:00,8083,6.675,6.675,1026,89.5,0.64,177.5,0,0,0,0
2022-10-08 22:30:00,8003,6.5,6.5,1026,90,0.77,175,0,0,0,0
2022-10-08 22:45:00,7915,6.325,6.325,1026,90.5,0.9,172.5,0,0,0,0
2022-10-08 23:00:00,7726,6.15,6.15,1026,91,1.03,170,0,0,0,0
2022-10-08 23:15:00,7635,6.095,5.71,1026,91.5,1.2875,170,0,0,0,0
2022-10-08 23:30:00,7603,6.04,5.27,1026,92,1.545,170,0,0,0,0
2022-10-08 23:45:00,7505,5.985,4.83,1026,92.5,1.8025,170,0,0,0,0
2022-10-09 00:00:00,7502,5.93,4.39,1026,93,2.06,170,0,0,0,0
2022-10-09 00:15:00,7385,5.965,4.4325,1025.75,91.5,2.06,172.5,0,0,0,0
2022-10-09 00:30:00,7429,6,4.475,1025.5,90,2.06,175,0,0,0,0
2022-10-09 00:45:00,7194,6.035,4.5175,1025.25,88.5,2.06,177.5,0,0,0,0
2022-10-09 01:00:00,7149,6.07,4.56,1025,87,2.06,180,0,0,0,0
2022-10-09 01:15:00,7042,6.0675,4.555,1025,87,2.06,180,0,0,0,0
2022-10-09 01:30:00,7089,6.065,4.55,1025,87,2.06,180,0,0,0,0
2022-10-09 01:45:00,6948,6.0625,4.545,1025,87,2.06,180,0,0,0,0
2022-10-09 02:00:00,6979,6.06,4.54,1025,87,2.06,180,0,0,0,0
2022-10-09 02:15:00,7034,6.06,4.6825,1025,87,1.93,177.5,0,0,0,0
2022-10-09 02:30:00,7041,6.06,4.825,1025,87,1.8,175,0,0,0,0
2022-10-09 02:45:00,6897,6.06,4.9675,1025,87,1.67,172.5,0,0,0,0
2022-10-09 03:00:00,6932,6.06,5.11,1025,87,1.54,170,0,0,0,0
2022-10-09 03:15:00,6991,6.065,5.115,1024.75,87,1.54,170,0,0,0,0
2022-10-09 03:30:00,6928,6.07,5.12,1024.5,87,1.54,170,0,0,0,0
2022-10-09 03:45:00,6944,6.075,5.125,1024.25,87,1.54,170,0,0,0,0
2022-10-09 04:00:00,7056,6.08,5.13,1024,87,1.54,170,0,0,0,0
